Ref1	Ref2	Test1	Test2	Asc_min	Asc_max	Nr_sites	f	std	Z
SE	IBS	ELY005	12880A	13	186	72444	0.000288735875986969	0.000208807842592104	1.38278271736661
SE	IBS	ELY005	12880A	14	185	71363	0.000288049536874852	0.000210897832385789	1.36582502350205
SE	IBS	ELY005	12880A	15	184	70305	0.000297805097788208	0.000214347639365729	1.38935562187405
SE	IBS	ELY005	12880A	16	183	69289	0.000290271652065985	0.000219125614787733	1.3246815181656
SE	IBS	ELY005	12880A	17	182	68249	0.000287907478497854	0.000223921908861757	1.28574948276098
SE	IBS	ELY005	12880A	18	181	67212	0.000291878331250371	0.000226928030073824	1.28621541885072
SE	IBS	ELY005	12880A	19	180	66164	0.000293169534792334	0.000230623990694048	1.27120137809627
SE	IBS	ELY005	12884A	0	199	427921	0.000319040793160419	0.00014110850626454	2.26096074294986
SE	IBS	ELY005	12884A	1	198	419805	0.000325265016638678	0.000143839068708042	2.26131203128745
SE	IBS	ELY005	12884A	2	197	414298	0.00032989744712743	0.000145714551425803	2.26399795970557
SE	IBS	ELY005	12884A	3	196	409546	0.000334218483686814	0.000147209686511386	2.27035660225365
SE	IBS	ELY005	12884A	4	195	404692	0.00033791482193866	0.000148965481619849	2.26841022674634
SE	IBS	ELY005	12884A	5	194	400079	0.000340924645957423	0.00015083121591578	2.26030562630872
SE	IBS	ELY005	12884A	6	193	395541	0.000344105836487242	0.000152647676193791	2.25424877120559
SE	IBS	ELY005	12884A	7	192	390852	0.000347179357506166	0.000154241810866932	2.2508770842018
SE	IBS	ELY005	12884A	8	191	386098	0.00035123743694606	0.000155662376968842	2.25640545766795
SE	IBS	ELY005	12884A	9	190	381416	0.000351977647529207	0.000157643501665427	2.2327444126192
SE	IBS	ELY005	12884A	10	189	376527	0.000357111105604645	0.000159789065317794	2.23489075985525
SE	IBS	ELY005	12884A	11	188	371279	0.000361219883860924	0.000162134616355254	2.22790106135912
SE	IBS	ELY005	12884A	12	187	366289	0.00036199327782161	0.00016425891498948	2.20379684015808
SE	IBS	ELY005	12884A	13	186	361200	0.00036295880393134	0.000166079926488583	2.18544655940879
SE	IBS	ELY005	12884A	14	185	355895	0.00036383221309656	0.000168670290976044	2.15706163184502
SE	IBS	ELY005	12884A	15	184	350606	0.000366145704294849	0.000170442721647689	2.14820381155193
SE	IBS	ELY005	12884A	16	183	345512	0.000370541392194772	0.00017292989762352	2.14272602532539
SE	IBS	ELY005	12884A	17	182	340376	0.000371789511011352	0.000174838184020943	2.12647776624594
SE	IBS	ELY005	12884A	18	181	335306	0.000374157409649693	0.000176206782498678	2.12339958964123
SE	IBS	ELY005	12884A	19	180	330269	0.000371434205450709	0.000179618012926396	2.06791178345189
SE	IBS	ELY005	15579A	0	199	74405	0.000443791597070089	0.000180715856980694	2.45574242617514
SE	IBS	ELY005	15579A	1	198	72915	0.000452990662963725	0.000184261286704888	2.45841473846447
SE	IBS	ELY005	15579A	2	197	71903	0.000459410686897626	0.000186603475507403	2.46196211323728
SE	IBS	ELY005	15579A	3	196	71016	0.000466316460656754	0.000189054439790019	2.46657238610575
SE	IBS	ELY005	15579A	4	195	70088	0.000470187586034699	0.000191446642151104	2.45597196561741
SE	IBS	ELY005	15579A	5	194	69231	0.000474940198321562	0.000194320384304036	2.44410899053423
SE	IBS	ELY005	15579A	6	193	68388	0.000476665673948645	0.000197203892804693	2.41712101708219
SE	IBS	ELY005	15579A	7	192	67579	0.00048044118883085	0.00019956035448155	2.40749817306657
SE	IBS	ELY005	15579A	8	191	66720	0.000486774793465228	0.000202309149884766	2.40609381109303
SE	IBS	ELY005	15579A	9	190	65874	0.000483982143486049	0.000204543377145175	2.36615895484381
SE	IBS	ELY005	15579A	10	189	65033	0.000494053812679717	0.00020630371062984	2.39478878577309
SE	IBS	ELY005	15579A	11	188	64107	0.000504936376682733	0.00020776688368051	2.43030249931067
SE	IBS	ELY005	15579A	12	187	63183	0.000513569751357169	0.000210106083905487	2.44433546050094
SE	IBS	ELY005	15579A	13	186	62262	0.000513371663293823	0.000213544772676066	2.40404696804532
SE	IBS	ELY005	15579A	14	185	61353	0.000508422430850977	0.000216082835405115	2.3529052175652
SE	IBS	ELY005	15579A	15	184	60438	0.000518341012277044	0.000219429842459498	2.36221749269459
SE	IBS	ELY005	15579A	16	183	59537	0.00052727540856946	0.000224384541138592	2.3498740416515
SE	IBS	ELY005	15579A	17	182	58658	0.000529439832588905	0.00022859776229895	2.31603243734525
SE	IBS	ELY005	15579A	18	181	57804	0.00052241012386686	0.000233382039126019	2.23843328228346
SE	IBS	ELY005	15579A	19	180	56925	0.00052672993236715	0.000234559404856645	2.24561420885711
SE	IBS	ELY005	6DT18	0	199	53637	0.000446024880959039	0.000207112304456176	2.15354120137955
SE	IBS	ELY005	6DT18	1	198	52563	0.000455409077297719	0.000211294988904208	2.15532360544613
SE	IBS	ELY005	6DT18	2	197	51850	0.000460449779749277	0.0002142109106727	2.14951599945725
SE	IBS	ELY005	6DT18	3	196	51221	0.000462643292594834	0.000217118389004262	2.13083421775827
SE	IBS	ELY005	6DT18	4	195	50570	0.000468649712477754	0.000220266029219609	2.12765315713074
SE	IBS	ELY005	6DT18	5	194	49956	0.00047276527544239	0.000223078385071543	2.11927872478892
SE	IBS	ELY005	6DT18	6	193	49351	0.000475005767866913	0.000226126618287928	2.10061854488129
SE	IBS	ELY005	6DT18	7	192	48766	0.000480443339006685	0.000229512693222183	2.09331925072041
SE	IBS	ELY005	6DT18	8	191	48220	0.000483346181874741	0.00023083532253362	2.09390043330282
SE	IBS	ELY005	6DT18	9	190	47624	0.000480852200151185	0.000233951317239161	2.05535153990873
SE	IBS	ELY005	6DT18	10	189	47022	0.000481877701501425	0.000237591022982553	2.02818143317145
SE	IBS	ELY005	6DT18	11	188	46396	0.00049166721678593	0.000240410812121424	2.04511274866292
SE	IBS	ELY005	6DT18	12	187	45786	0.00050103185012886	0.000244504785242529	2.04916991555759
SE	IBS	ELY005	6DT18	13	186	45149	0.000511360483953133	0.000248250279559765	2.05985864289843
SE	IBS	ELY005	6DT18	14	185	44500	0.000503984521123595	0.000249952863815845	2.0163182506879
SE	IBS	ELY005	6DT18	15	184	43827	0.000504019643142355	0.000252965689901597	1.99244270374539
SE	IBS	ELY005	6DT18	16	183	43171	0.000508718804289917	0.000256852618679839	1.9805864036139
SE	IBS	ELY005	6DT18	17	182	42499	0.000519615280359539	0.000264702002586983	1.96301983090887
SE	IBS	ELY005	6DT18	18	181	41865	0.000523911823719098	0.000269461964276693	1.94428859421928
SE	IBS	ELY005	6DT18	19	180	41236	0.000525428096808614	0.000273438880934716	1.92155590679901
SE	IBS	ELY005	6DT21	0	199	64176	0.000187484342277487	0.000108742564842769	1.72411182823001
SE	IBS	ELY005	6DT21	1	198	62922	0.000191381560503481	0.000111024211543513	1.72378220788781
SE	IBS	ELY005	6DT21	2	197	62055	0.000193818858915478	0.000112720441207394	1.71946504856977
SE	IBS	ELY005	6DT21	3	196	61327	0.000195432276648132	0.000113816140984566	1.71708753220366
SE	IBS	ELY005	6DT21	4	195	60599	0.000196935150084985	0.000115067432373457	1.71147601039555
SE	IBS	ELY005	6DT21	5	194	59871	0.000200774176479431	0.000116400800277442	1.72485220033611
SE	IBS	ELY005	6DT21	6	193	59183	0.000204132373316662	0.000117559808038855	1.73641295202858
SE	IBS	ELY005	6DT21	7	192	58390	0.000206962773591368	0.000118530587932852	1.74607058988531
SE	IBS	ELY005	6DT21	8	191	57651	0.000210622557284349	0.000120146279610367	1.75305101387572
SE	IBS	ELY005	6DT21	9	190	56915	0.000210643833435825	0.000121456452689896	1.73431570551171
SE	IBS	ELY005	6DT21	10	189	56199	0.000210665938539832	0.000124358864555325	1.69401625925999
SE	IBS	ELY005	6DT21	11	188	55389	0.000216307268591237	0.00012722572936153	1.70018493646493
SE	IBS	ELY005	6DT21	12	187	54685	0.000220003191003018	0.000128969797521177	1.7058504799691
SE	IBS	ELY005	6DT21	13	186	53935	0.00021495545564105	0.000130691958178251	1.6447489090941
SE	IBS	ELY005	6DT21	14	185	53135	0.000220941974216618	0.000131344535625265	1.6821558138283
SE	IBS	ELY005	6DT21	15	184	52329	0.000228466689598502	0.000134112405957327	1.70354627498963
SE	IBS	ELY005	6DT21	16	183	51564	0.000228998493134746	0.000137814086887005	1.66164793677807
SE	IBS	ELY005	6DT21	17	182	50772	0.000216211768297487	0.00013824393941055	1.56398731994603
SE	IBS	ELY005	6DT21	18	181	50036	0.000212154964425614	0.00014135729171894	1.50084202835069
SE	IBS	ELY005	6DT21	19	180	49313	0.000211895524506723	0.000143023440820871	1.48154402726271
SE	IBS	ELY005	6DT22	0	199	59713	0.000634161437542914	0.000190628468059572	3.3266880020498
SE	IBS	ELY005	6DT22	1	198	58520	0.000647089574846207	0.00019462748937182	3.32475940030237
SE	IBS	ELY005	6DT22	2	197	57757	0.000656487875235903	0.000197114350822615	3.33049254149274
SE	IBS	ELY005	6DT22	3	196	57087	0.000663711666579082	0.000199227140843441	3.33143197141321
SE	IBS	ELY005	6DT22	4	195	56349	0.000672963291274024	0.000202055007682262	3.33059447025574
SE	IBS	ELY005	6DT22	5	194	55731	0.000681941989915846	0.000205457338288408	3.31914155803274
SE	IBS	ELY005	6DT22	6	193	55097	0.000688252745340037	0.00020728805753987	3.32027205767828
SE	IBS	ELY005	6DT22	7	192	54405	0.000696927001010936	0.000210720467778276	3.30735314114933
SE	IBS	ELY005	6DT22	8	191	53727	0.000703320594300817	0.000212849594683073	3.30430788627078
SE	IBS	ELY005	6DT22	9	190	53029	0.000708659897226046	0.000216226436397578	3.2773971075536
SE	IBS	ELY005	6DT22	10	189	52346	0.000721137960302601	0.000217709383980221	3.31238804280535
SE	IBS	ELY005	6DT22	11	188	51630	0.000734111109238814	0.000220272534323977	3.33274010530557
SE	IBS	ELY005	6DT22	12	187	50958	0.000746737518544684	0.000223386966068487	3.34279806779661
SE	IBS	ELY005	6DT22	13	186	50193	0.000765678227442074	0.000225940072226417	3.38885537167917
SE	IBS	ELY005	6DT22	14	185	49440	0.000771511597289644	0.000229194645372646	3.36618508706976
SE	IBS	ELY005	6DT22	15	184	48697	0.000784881965418814	0.000233740897593214	3.35791456908311
SE	IBS	ELY005	6DT22	16	183	47964	0.000801728131515302	0.000236507596135508	3.38986207891585
SE	IBS	ELY005	6DT22	17	182	47233	0.000811768596108654	0.000239753518766379	3.38584643214208
SE	IBS	ELY005	6DT22	18	181	46489	0.000825997468218288	0.000244775409396689	3.37451164009559
SE	IBS	ELY005	6DT22	19	180	45771	0.000836038976644601	0.000248855563875575	3.35953499943691
SE	IBS	ELY005	6DT23	0	199	17346	0.000701240830739075	0.000213230988645274	3.28864409059062
SE	IBS	ELY005	6DT23	1	198	17013	0.000714742594486569	0.000217075495121334	3.29259916734067
SE	IBS	ELY005	6DT23	2	197	16802	0.000723718352577074	0.000219631993885747	3.29514083887775
SE	IBS	ELY005	6DT23	3	196	16607	0.000733673037875594	0.000221817033306537	3.30755950947061
SE	IBS	ELY005	6DT23	4	195	16416	0.000738819987207602	0.000224345910322966	3.2932179870986
SE	IBS	ELY005	6DT23	5	194	16226	0.000744676623320597	0.000226466494170437	3.28824193639947
SE	IBS	ELY005	6DT23	6	193	16048	0.000750491792746759	0.000228378527374455	3.28617493673665
