Ref1	Ref2	Test1	Test2	Asc_min	Asc_max	Nr_sites	f	std	Z
FIN	IBS	ELY005	12884A	1	198	415657	0.000296941437772009	0.000233184815605363	1.2734166974
FIN	IBS	ELY005	12884A	2	197	412245	0.000300077662797609	0.000235124550252996	1.27624981089691
FIN	IBS	ELY005	12884A	3	196	408429	0.000304139231518819	0.000237178340307707	1.28232296053779
FIN	IBS	ELY005	12884A	4	195	404091	0.000307319992204725	0.000239629907369318	1.28247761549682
FIN	IBS	ELY005	12884A	5	194	399768	0.00030988489391347	0.000242304472158984	1.27890703441141
FIN	IBS	ELY005	12884A	6	193	395359	0.000312962342959183	0.000244992753174622	1.27743510329922
FIN	IBS	ELY005	12884A	7	192	390750	0.000315152064696098	0.00024788757460795	1.27135079357862
FIN	IBS	ELY005	12884A	8	191	386030	0.000323114322125223	0.000249538358201297	1.29484831291779
FIN	IBS	ELY005	12884A	9	190	381372	0.000323406840224243	0.000252618824836992	1.28021670765402
FIN	IBS	ELY005	12884A	10	189	376499	0.000330998603342904	0.000256448746530974	1.29070080404127
FIN	IBS	ELY005	12884A	11	188	371266	0.000331487354942279	0.000261128270309584	1.26944261741281
FIN	IBS	ELY005	12884A	12	187	366281	0.000330913830365212	0.000264210514597878	1.25246276011708
FIN	IBS	ELY005	12884A	13	186	361195	0.000328861704730132	0.000267406520047325	1.22981932030651
FIN	IBS	ELY005	12884A	14	185	355891	0.000328722310145522	0.000271301743888612	1.21164834930248
FIN	IBS	ELY005	12884A	15	184	350602	0.000329371184990387	0.000274054207160508	1.20184684775695
FIN	IBS	ELY005	12884A	16	183	345509	0.000330120468931344	0.000278756778384499	1.18425988004495
FIN	IBS	ELY005	12884A	17	182	340374	0.000330461419791171	0.000282058648875048	1.17160534204206
FIN	IBS	ELY005	12884A	18	181	335304	0.000334124064431083	0.000284927988874342	1.17266143544234
FIN	IBS	ELY005	12884A	19	180	330267	0.000322827612931355	0.000290806703443685	1.11011063056141
FIN	IBS	ELY005	15579A	0	199	72413	0.000434654138897712	0.000303076276222058	1.43414108262057
FIN	IBS	ELY005	15579A	1	198	72124	0.000436399873967056	0.000304236750938715	1.43440880373773
FIN	IBS	ELY005	15579A	2	197	71521	0.000439961222298346	0.000306816169947919	1.43395709024406
FIN	IBS	ELY005	15579A	3	196	70815	0.00044516216691379	0.000310151627535371	1.43530495213352
FIN	IBS	ELY005	15579A	4	195	69976	0.000451004353921345	0.000313942324148677	1.43658347164353
FIN	IBS	ELY005	15579A	5	194	69166	0.000455118581239338	0.000317580259959739	1.43308208544522
FIN	IBS	ELY005	15579A	6	193	68348	0.00045960800857377	0.000321712481556512	1.42862970796188
FIN	IBS	ELY005	15579A	7	192	67553	0.000460199201515847	0.000324870462707252	1.41656215120592
FIN	IBS	ELY005	15579A	8	191	66705	0.000471134444794242	0.000329308910939268	1.43067627125684
FIN	IBS	ELY005	15579A	9	190	65863	0.000466640200112355	0.000333243982608871	1.40029595271057
FIN	IBS	ELY005	15579A	10	189	65026	0.00047674934241688	0.00033720423265606	1.41382965054045
FIN	IBS	ELY005	15579A	11	188	64105	0.000487260630840028	0.000339605210334943	1.43478549801829
FIN	IBS	ELY005	15579A	12	187	63182	0.000492084994776993	0.000342785532903274	1.4355477333282
FIN	IBS	ELY005	15579A	13	186	62261	0.000482161516840398	0.000348763001586985	1.38249044378677
FIN	IBS	ELY005	15579A	14	185	61352	0.000481089379319337	0.000356046890476078	1.35119668838018
FIN	IBS	ELY005	15579A	15	184	60437	0.000486455661267105	0.000361745155509717	1.34474685799638
FIN	IBS	ELY005	15579A	16	183	59537	0.000483045187026553	0.000368411410918207	1.31115696395679
FIN	IBS	ELY005	15579A	17	182	58658	0.00048640184288588	0.000376795381371587	1.29089120231599
FIN	IBS	ELY005	15579A	18	181	57804	0.00048195963255138	0.000382769287568485	1.25913872456433
FIN	IBS	ELY005	15579A	19	180	56925	0.000492147984189723	0.000388007477055661	1.26839819666445
FIN	IBS	ELY005	6DT18	0	199	52241	0.000406215685189794	0.000310551306095546	1.30804693851397
FIN	IBS	ELY005	6DT18	1	198	52038	0.000407598585648948	0.000311860518408542	1.30699002146526
FIN	IBS	ELY005	6DT18	2	197	51617	0.000411829758412926	0.00031443567512192	1.30974247198013
FIN	IBS	ELY005	6DT18	3	196	51103	0.000415764641801851	0.000317798605503405	1.30826452540049
FIN	IBS	ELY005	6DT18	4	195	50510	0.000420713794496139	0.000321987692792901	1.30661451947711
FIN	IBS	ELY005	6DT18	5	194	49930	0.000421718705788103	0.000325567075017844	1.29533585595223
FIN	IBS	ELY005	6DT18	6	193	49342	0.000425624737748774	0.000329587157803092	1.29138750607224
FIN	IBS	ELY005	6DT18	7	192	48763	0.000434373963660972	0.000334909157348597	1.29699040509915
FIN	IBS	ELY005	6DT18	8	191	48219	0.00043531678280346	0.000336373821099872	1.29414584458465
FIN	IBS	ELY005	6DT18	9	190	47624	0.000439422496640349	0.000341243868284408	1.28770810989083
FIN	IBS	ELY005	6DT18	10	189	47024	0.000439754399455597	0.000346998591714511	1.26730888815076
FIN	IBS	ELY005	6DT18	11	188	46399	0.000447890215090842	0.000351574803598659	1.27395424958306
FIN	IBS	ELY005	6DT18	12	187	45790	0.000454150912644683	0.000357872941530128	1.26902836158249
FIN	IBS	ELY005	6DT18	13	186	45154	0.000466675213491606	0.000362106955157346	1.28877727103812
FIN	IBS	ELY005	6DT18	14	185	44505	0.000468139721154926	0.000366635779816001	1.27685225209025
FIN	IBS	ELY005	6DT18	15	184	43832	0.00046075715915313	0.000369902281788137	1.24561859128252
FIN	IBS	ELY005	6DT18	16	183	43176	0.00046391950389105	0.000374883718949654	1.23750240525477
FIN	IBS	ELY005	6DT18	17	182	42504	0.000475337702333898	0.000385188307449274	1.2340398011601
FIN	IBS	ELY005	6DT18	18	181	41870	0.000477179508000955	0.000391648504544923	1.21838715701319
FIN	IBS	ELY005	6DT18	19	180	41241	0.000483254884702117	0.000397217167248299	1.21660120595955
FIN	IBS	ELY005	6DT21	0	199	62538	7.08765225942623e-05	0.000182271427091811	0.388851526128455
FIN	IBS	ELY005	6DT21	1	198	62297	7.10058152077946e-05	0.000182946801973152	0.388122746295477
FIN	IBS	ELY005	6DT21	2	197	61752	7.13496623591143e-05	0.00018454473879916	0.386625285680804
FIN	IBS	ELY005	6DT21	3	196	61162	7.11187286223467e-05	0.000186628678449401	0.381070740109368
FIN	IBS	ELY005	6DT21	4	195	60501	7.10666217087313e-05	0.000188345910122981	0.377319696840394
FIN	IBS	ELY005	6DT21	5	194	59819	7.40928026212404e-05	0.000190114133464833	0.389728008490994
FIN	IBS	ELY005	6DT21	6	193	59158	7.39355027215249e-05	0.000192058761882111	0.384962924872482
